sign_id,ratio,k,n_injected,injected_idx,injected_frames,n_detected,detected_idx,detected_frames,detect_precision,detect_recall,err_m,fallback
1,0.3,9,3,0|5|7,2011_09_26_drive_0005_0000000044|2011_09_26_drive_0005_0000000051|2011_09_26_drive_0005_0000000053,5,0|1|5|7|8,2011_09_26_drive_0005_0000000044|2011_09_26_drive_0005_0000000046|2011_09_26_drive_0005_0000000051|2011_09_26_drive_0005_0000000053|2011_09_26_drive_0005_0000000054,0.6,1.0,2.142,0
3,0.3,16,5,0|1|8|10|13,2011_09_26_drive_0009_0000000125|2011_09_26_drive_0009_0000000127|2011_09_26_drive_0009_0000000141|2011_09_26_drive_0009_0000000145|2011_09_26_drive_0009_0000000151,13,0|1|2|3|4|5|8|9|10|12|13|14|15,2011_09_26_drive_0009_0000000125|2011_09_26_drive_0009_0000000127|2011_09_26_drive_0009_0000000129|2011_09_26_drive_0009_0000000131|2011_09_26_drive_0009_0000000133|2011_09_26_drive_0009_0000000135|2011_09_26_drive_0009_0000000141|2011_09_26_drive_0009_0000000143|2011_09_26_drive_0009_0000000145|2011_09_26_drive_0009_0000000149|2011_09_26_drive_0009_0000000151|2011_09_26_drive_0009_0000000153|2011_09_26_drive_0009_0000000155,0.385,1.0,3.54,0
4,0.3,16,5,2|4|5|9|13,2011_09_26_drive_0009_0000000247|2011_09_26_drive_0009_0000000251|2011_09_26_drive_0009_0000000253|2011_09_26_drive_0009_0000000257|2011_09_26_drive_0009_0000000261,5,2|4|5|9|13,2011_09_26_drive_0009_0000000247|2011_09_26_drive_0009_0000000251|2011_09_26_drive_0009_0000000253|2011_09_26_drive_0009_0000000257|2011_09_26_drive_0009_0000000261,1.0,1.0,0.936,0
7,0.3,10,3,2|5|8,2011_09_26_drive_0011_0000000055|2011_09_26_drive_0011_0000000058|2011_09_26_drive_0011_0000000061,3,2|5|8,2011_09_26_drive_0011_0000000055|2011_09_26_drive_0011_0000000058|2011_09_26_drive_0011_0000000061,1.0,1.0,1.16,0
10,0.3,13,4,2|5|9|11,2011_09_26_drive_0014_0000000055|2011_09_26_drive_0014_0000000058|2011_09_26_drive_0014_0000000062|2011_09_26_drive_0014_0000000064,4,2|5|9|11,2011_09_26_drive_0014_0000000055|2011_09_26_drive_0014_0000000058|2011_09_26_drive_0014_0000000062|2011_09_26_drive_0014_0000000064,1.0,1.0,0.829,0
12,0.3,7,2,0|6,2011_09_26_drive_0014_0000000158|2011_09_26_drive_0014_0000000164,2,0|6,2011_09_26_drive_0014_0000000158|2011_09_26_drive_0014_0000000164,1.0,1.0,0.727,0
13,0.3,11,3,3|8|10,2011_09_26_drive_0014_0000000262|2011_09_26_drive_0014_0000000267|2011_09_26_drive_0014_0000000269,4,0|3|8|10,2011_09_26_drive_0014_0000000259|2011_09_26_drive_0014_0000000262|2011_09_26_drive_0014_0000000267|2011_09_26_drive_0014_0000000269,0.75,1.0,0.587,0
15,0.3,14,4,1|8|10|13,2011_09_26_drive_0015_0000000238|2011_09_26_drive_0015_0000000245|2011_09_26_drive_0015_0000000247|2011_09_26_drive_0015_0000000250,5,1|3|8|10|13,2011_09_26_drive_0015_0000000238|2011_09_26_drive_0015_0000000240|2011_09_26_drive_0015_0000000245|2011_09_26_drive_0015_0000000247|2011_09_26_drive_0015_0000000250,0.8,1.0,0.868,0
17,0.3,11,3,5|6|10,2011_09_26_drive_0018_0000000206|2011_09_26_drive_0018_0000000207|2011_09_26_drive_0018_0000000211,3,5|6|10,2011_09_26_drive_0018_0000000206|2011_09_26_drive_0018_0000000207|2011_09_26_drive_0018_0000000211,1.0,1.0,0.914,0
18,0.3,17,5,0|5|9|14|16,2011_09_26_drive_0018_0000000205|2011_09_26_drive_0018_0000000210|2011_09_26_drive_0018_0000000214|2011_09_26_drive_0018_0000000219|2011_09_26_drive_0018_0000000221,6,0|5|9|12|14|16,2011_09_26_drive_0018_0000000205|2011_09_26_drive_0018_0000000210|2011_09_26_drive_0018_0000000214|2011_09_26_drive_0018_0000000217|2011_09_26_drive_0018_0000000219|2011_09_26_drive_0018_0000000221,0.833,1.0,3.282,0
21,0.3,11,3,2|4|8,2011_09_26_drive_0028_0000000184|2011_09_26_drive_0028_0000000186|2011_09_26_drive_0028_0000000190,7,0|1|2|4|8|9|10,2011_09_26_drive_0028_0000000182|2011_09_26_drive_0028_0000000183|2011_09_26_drive_0028_0000000184|2011_09_26_drive_0028_0000000186|2011_09_26_drive_0028_0000000190|2011_09_26_drive_0028_0000000191|2011_09_26_drive_0028_0000000192,0.429,1.0,3.163,0
24,0.3,8,2,6|7,2011_09_26_drive_0028_0000000406|2011_09_26_drive_0028_0000000407,2,6|7,2011_09_26_drive_0028_0000000406|2011_09_26_drive_0028_0000000407,1.0,1.0,0.509,0
25,0.3,10,3,0|7|9,2011_09_26_drive_0029_0000000164|2011_09_26_drive_0029_0000000179|2011_09_26_drive_0029_0000000183,7,0|3|4|5|6|7|9,2011_09_26_drive_0029_0000000164|2011_09_26_drive_0029_0000000170|2011_09_26_drive_0029_0000000172|2011_09_26_drive_0029_0000000174|2011_09_26_drive_0029_0000000176|2011_09_26_drive_0029_0000000179|2011_09_26_drive_0029_0000000183,0.429,1.0,2.242,0
26,0.3,10,3,2|3|7,2011_09_26_drive_0029_0000000168|2011_09_26_drive_0029_0000000170|2011_09_26_drive_0029_0000000179,4,2|3|7|9,2011_09_26_drive_0029_0000000168|2011_09_26_drive_0029_0000000170|2011_09_26_drive_0029_0000000179|2011_09_26_drive_0029_0000000183,0.75,1.0,3.882,0
27,0.3,10,3,1|3|5,2011_09_26_drive_0029_0000000166|2011_09_26_drive_0029_0000000170|2011_09_26_drive_0029_0000000174,6,1|3|5|7|8|9,2011_09_26_drive_0029_0000000166|2011_09_26_drive_0029_0000000170|2011_09_26_drive_0029_0000000174|2011_09_26_drive_0029_0000000179|2011_09_26_drive_0029_0000000181|2011_09_26_drive_0029_0000000183,0.5,1.0,4.87,0
28,0.3,8,2,1|4,2011_09_26_drive_0032_0000000215|2011_09_26_drive_0032_0000000220,3,0|1|4,2011_09_26_drive_0032_0000000213|2011_09_26_drive_0032_0000000215|2011_09_26_drive_0032_0000000220,0.667,1.0,1.362,0
29,0.3,13,4,0|1|9|12,2011_09_26_drive_0032_0000000222|2011_09_26_drive_0032_0000000224|2011_09_26_drive_0032_0000000240|2011_09_26_drive_0032_0000000246,4,0|1|9|12,2011_09_26_drive_0032_0000000222|2011_09_26_drive_0032_0000000224|2011_09_26_drive_0032_0000000240|2011_09_26_drive_0032_0000000246,1.0,1.0,0.852,0
30,0.3,11,3,2|4|9,2011_09_26_drive_0032_0000000262|2011_09_26_drive_0032_0000000265|2011_09_26_drive_0032_0000000270,3,2|4|9,2011_09_26_drive_0032_0000000262|2011_09_26_drive_0032_0000000265|2011_09_26_drive_0032_0000000270,1.0,1.0,0.648,0
34,0.3,14,4,1|2|6|12,2011_09_26_drive_0036_0000000015|2011_09_26_drive_0036_0000000016|2011_09_26_drive_0036_0000000020|2011_09_26_drive_0036_0000000026,8,0|1|2|3|6|11|12|13,2011_09_26_drive_0036_0000000014|2011_09_26_drive_0036_0000000015|2011_09_26_drive_0036_0000000016|2011_09_26_drive_0036_0000000017|2011_09_26_drive_0036_0000000020|2011_09_26_drive_0036_0000000025|2011_09_26_drive_0036_0000000026|2011_09_26_drive_0036_0000000027,0.5,1.0,0.863,0
36,0.3,18,5,4|6|7|8|16,2011_09_26_drive_0036_0000000274|2011_09_26_drive_0036_0000000276|2011_09_26_drive_0036_0000000277|2011_09_26_drive_0036_0000000278|2011_09_26_drive_0036_0000000287,5,4|6|7|8|16,2011_09_26_drive_0036_0000000274|2011_09_26_drive_0036_0000000276|2011_09_26_drive_0036_0000000277|2011_09_26_drive_0036_0000000278|2011_09_26_drive_0036_0000000287,1.0,1.0,4.166,0
37,0.3,18,5,0|6|12|13|16,2011_09_26_drive_0036_0000000270|2011_09_26_drive_0036_0000000276|2011_09_26_drive_0036_0000000282|2011_09_26_drive_0036_0000000283|2011_09_26_drive_0036_0000000287,10,0|1|2|6|8|9|12|13|16|17,2011_09_26_drive_0036_0000000270|2011_09_26_drive_0036_0000000271|2011_09_26_drive_0036_0000000272|2011_09_26_drive_0036_0000000276|2011_09_26_drive_0036_0000000278|2011_09_26_drive_0036_0000000279|2011_09_26_drive_0036_0000000282|2011_09_26_drive_0036_0000000283|2011_09_26_drive_0036_0000000287|2011_09_26_drive_0036_0000000288,0.5,1.0,3.586,0
39,0.3,26,8,4|6|11|13|15|16|21|24,2011_09_26_drive_0046_0000000049|2011_09_26_drive_0046_0000000051|2011_09_26_drive_0046_0000000056|2011_09_26_drive_0046_0000000058|2011_09_26_drive_0046_0000000060|2011_09_26_drive_0046_0000000061|2011_09_26_drive_0046_0000000067|2011_09_26_drive_0046_0000000073,14,4|5|6|7|8|11|13|15|16|19|21|23|24|25,2011_09_26_drive_0046_0000000049|2011_09_26_drive_0046_0000000050|2011_09_26_drive_0046_0000000051|2011_09_26_drive_0046_0000000052|2011_09_26_drive_0046_0000000053|2011_09_26_drive_0046_0000000056|2011_09_26_drive_0046_0000000058|2011_09_26_drive_0046_0000000060|2011_09_26_drive_0046_0000000061|2011_09_26_drive_0046_0000000064|2011_09_26_drive_0046_0000000067|2011_09_26_drive_0046_0000000071|2011_09_26_drive_0046_0000000073|2011_09_26_drive_0046_0000000075,0.571,1.0,1.911,0
40,0.3,7,2,1|2,2011_09_26_drive_0051_0000000117|2011_09_26_drive_0051_0000000119,2,1|2,2011_09_26_drive_0051_0000000117|2011_09_26_drive_0051_0000000119,1.0,1.0,0.224,0
42,0.3,12,4,0|2|3|6,2011_09_26_drive_0051_0000000141|2011_09_26_drive_0051_0000000145|2011_09_26_drive_0051_0000000147|2011_09_26_drive_0051_0000000153,4,0|2|3|6,2011_09_26_drive_0051_0000000141|2011_09_26_drive_0051_0000000145|2011_09_26_drive_0051_0000000147|2011_09_26_drive_0051_0000000153,1.0,1.0,1.09,0
43,0.3,9,3,5|7|8,2011_09_26_drive_0056_0000000015|2011_09_26_drive_0056_0000000017|2011_09_26_drive_0056_0000000018,3,5|7|8,2011_09_26_drive_0056_0000000015|2011_09_26_drive_0056_0000000017|2011_09_26_drive_0056_0000000018,1.0,1.0,1.27,0
45,0.3,13,4,1|5|8|11,2011_09_26_drive_0057_0000000330|2011_09_26_drive_0057_0000000334|2011_09_26_drive_0057_0000000337|2011_09_26_drive_0057_0000000340,4,1|5|8|11,2011_09_26_drive_0057_0000000330|2011_09_26_drive_0057_0000000334|2011_09_26_drive_0057_0000000337|2011_09_26_drive_0057_0000000340,1.0,1.0,0.619,0
46,0.3,15,4,1|3|6|7,2011_09_26_drive_0059_0000000008|2011_09_26_drive_0059_0000000011|2011_09_26_drive_0059_0000000016|2011_09_26_drive_0059_0000000018,4,1|3|6|7,2011_09_26_drive_0059_0000000008|2011_09_26_drive_0059_0000000011|2011_09_26_drive_0059_0000000016|2011_09_26_drive_0059_0000000018,1.0,1.0,0.922,0
47,0.3,19,6,3|4|6|12|13|18,2011_09_26_drive_0059_0000000011|2011_09_26_drive_0059_0000000013|2011_09_26_drive_0059_0000000016|2011_09_26_drive_0059_0000000028|2011_09_26_drive_0059_0000000030|2011_09_26_drive_0059_0000000040,10,1|2|3|4|5|6|12|13|15|18,2011_09_26_drive_0059_0000000008|2011_09_26_drive_0059_0000000009|2011_09_26_drive_0059_0000000011|2011_09_26_drive_0059_0000000013|2011_09_26_drive_0059_0000000015|2011_09_26_drive_0059_0000000016|2011_09_26_drive_0059_0000000028|2011_09_26_drive_0059_0000000030|2011_09_26_drive_0059_0000000034|2011_09_26_drive_0059_0000000040,0.6,1.0,0.184,0
48,0.3,19,6,1|5|8|12|13|17,2011_09_26_drive_0059_0000000008|2011_09_26_drive_0059_0000000015|2011_09_26_drive_0059_0000000020|2011_09_26_drive_0059_0000000028|2011_09_26_drive_0059_0000000030|2011_09_26_drive_0059_0000000038,13,0|1|2|3|5|6|8|12|13|15|16|17|18,2011_09_26_drive_0059_0000000006|2011_09_26_drive_0059_0000000008|2011_09_26_drive_0059_0000000009|2011_09_26_drive_0059_0000000011|2011_09_26_drive_0059_0000000015|2011_09_26_drive_0059_0000000016|2011_09_26_drive_0059_0000000020|2011_09_26_drive_0059_0000000028|2011_09_26_drive_0059_0000000030|2011_09_26_drive_0059_0000000034|2011_09_26_drive_0059_0000000036|2011_09_26_drive_0059_0000000038|2011_09_26_drive_0059_0000000040,0.462,1.0,1.168,0
49,0.3,13,4,0|1|2|11,2011_09_26_drive_0059_0000000055|2011_09_26_drive_0059_0000000056|2011_09_26_drive_0059_0000000058|2011_09_26_drive_0059_0000000076,9,0|1|2|3|6|7|10|11|12,2011_09_26_drive_0059_0000000055|2011_09_26_drive_0059_0000000056|2011_09_26_drive_0059_0000000058|2011_09_26_drive_0059_0000000060|2011_09_26_drive_0059_0000000066|2011_09_26_drive_0059_0000000068|2011_09_26_drive_0059_0000000074|2011_09_26_drive_0059_0000000076|2011_09_26_drive_0059_0000000078,0.444,1.0,0.585,0
50,0.3,13,4,0|4|5|9,2011_09_26_drive_0059_0000000055|2011_09_26_drive_0059_0000000062|2011_09_26_drive_0059_0000000064|2011_09_26_drive_0059_0000000072,5,0|3|4|5|9,2011_09_26_drive_0059_0000000055|2011_09_26_drive_0059_0000000060|2011_09_26_drive_0059_0000000062|2011_09_26_drive_0059_0000000064|2011_09_26_drive_0059_0000000072,0.8,1.0,0.657,0
51,0.3,13,4,5|6|9|12,2011_09_26_drive_0059_0000000064|2011_09_26_drive_0059_0000000066|2011_09_26_drive_0059_0000000072|2011_09_26_drive_0059_0000000078,4,5|6|9|12,2011_09_26_drive_0059_0000000064|2011_09_26_drive_0059_0000000066|2011_09_26_drive_0059_0000000072|2011_09_26_drive_0059_0000000078,1.0,1.0,1.328,0
52,0.3,11,3,7|8|10,2011_09_26_drive_0059_0000000358|2011_09_26_drive_0059_0000000360|2011_09_26_drive_0059_0000000364,3,7|8|10,2011_09_26_drive_0059_0000000358|2011_09_26_drive_0059_0000000360|2011_09_26_drive_0059_0000000364,1.0,1.0,3.469,0
54,0.3,13,4,3|5|8|12,2011_09_26_drive_0061_0000000171|2011_09_26_drive_0061_0000000173|2011_09_26_drive_0061_0000000176|2011_09_26_drive_0061_0000000180,4,3|5|8|12,2011_09_26_drive_0061_0000000171|2011_09_26_drive_0061_0000000173|2011_09_26_drive_0061_0000000176|2011_09_26_drive_0061_0000000180,1.0,1.0,0.439,0
58,0.3,33,10,7|9|11|18|20|22|23|25|28|31,2011_09_26_drive_0064_0000000401|2011_09_26_drive_0064_0000000403|2011_09_26_drive_0064_0000000405|2011_09_26_drive_0064_0000000412|2011_09_26_drive_0064_0000000414|2011_09_26_drive_0064_0000000416|2011_09_26_drive_0064_0000000417|2011_09_26_drive_0064_0000000419|2011_09_26_drive_0064_0000000422|2011_09_26_drive_0064_0000000425,15,1|2|4|7|9|10|11|18|20|22|23|25|28|31|32,2011_09_26_drive_0064_0000000395|2011_09_26_drive_0064_0000000396|2011_09_26_drive_0064_0000000398|2011_09_26_drive_0064_0000000401|2011_09_26_drive_0064_0000000403|2011_09_26_drive_0064_0000000404|2011_09_26_drive_0064_0000000405|2011_09_26_drive_0064_0000000412|2011_09_26_drive_0064_0000000414|2011_09_26_drive_0064_0000000416|2011_09_26_drive_0064_0000000417|2011_09_26_drive_0064_0000000419|2011_09_26_drive_0064_0000000422|2011_09_26_drive_0064_0000000425|2011_09_26_drive_0064_0000000426,0.667,1.0,4.019,0
63,0.3,7,2,1|6,2011_09_26_drive_0070_0000000352|2011_09_26_drive_0070_0000000357,4,0|1|4|6,2011_09_26_drive_0070_0000000351|2011_09_26_drive_0070_0000000352|2011_09_26_drive_0070_0000000355|2011_09_26_drive_0070_0000000357,0.5,1.0,2.796,0
64,0.3,10,3,4|7|9,2011_09_26_drive_0084_0000000137|2011_09_26_drive_0084_0000000140|2011_09_26_drive_0084_0000000142,3,4|7|9,2011_09_26_drive_0084_0000000137|2011_09_26_drive_0084_0000000140|2011_09_26_drive_0084_0000000142,1.0,1.0,6.588,0
67,0.3,18,5,3|9|11|15|16,2011_09_26_drive_0091_0000000122|2011_09_26_drive_0091_0000000128|2011_09_26_drive_0091_0000000130|2011_09_26_drive_0091_0000000134|2011_09_26_drive_0091_0000000135,5,3|9|11|15|16,2011_09_26_drive_0091_0000000122|2011_09_26_drive_0091_0000000128|2011_09_26_drive_0091_0000000130|2011_09_26_drive_0091_0000000134|2011_09_26_drive_0091_0000000135,1.0,1.0,0.561,0
68,0.3,16,5,0|3|4|10|13,2011_09_26_drive_0091_0000000133|2011_09_26_drive_0091_0000000136|2011_09_26_drive_0091_0000000138|2011_09_26_drive_0091_0000000150|2011_09_26_drive_0091_0000000156,5,0|3|4|10|13,2011_09_26_drive_0091_0000000133|2011_09_26_drive_0091_0000000136|2011_09_26_drive_0091_0000000138|2011_09_26_drive_0091_0000000150|2011_09_26_drive_0091_0000000156,1.0,1.0,6.206,0
69,0.3,10,3,2|4|6,2011_09_26_drive_0091_0000000326|2011_09_26_drive_0091_0000000330|2011_09_26_drive_0091_0000000334,4,1|2|4|6,2011_09_26_drive_0091_0000000324|2011_09_26_drive_0091_0000000326|2011_09_26_drive_0091_0000000330|2011_09_26_drive_0091_0000000334,0.75,1.0,0.752,0
70,0.3,11,3,7|8|10,2011_09_26_drive_0093_0000000140|2011_09_26_drive_0093_0000000141|2011_09_26_drive_0093_0000000143,8,0|1|2|6|7|8|9|10,2011_09_26_drive_0093_0000000133|2011_09_26_drive_0093_0000000134|2011_09_26_drive_0093_0000000135|2011_09_26_drive_0093_0000000139|2011_09_26_drive_0093_0000000140|2011_09_26_drive_0093_0000000141|2011_09_26_drive_0093_0000000142|2011_09_26_drive_0093_0000000143,0.375,1.0,2.174,0
71,0.3,12,4,1|2|10|11,2011_09_26_drive_0093_0000000134|2011_09_26_drive_0093_0000000135|2011_09_26_drive_0093_0000000143|2011_09_26_drive_0093_0000000144,9,0|1|2|3|7|8|9|10|11,2011_09_26_drive_0093_0000000133|2011_09_26_drive_0093_0000000134|2011_09_26_drive_0093_0000000135|2011_09_26_drive_0093_0000000136|2011_09_26_drive_0093_0000000140|2011_09_26_drive_0093_0000000141|2011_09_26_drive_0093_0000000142|2011_09_26_drive_0093_0000000143|2011_09_26_drive_0093_0000000144,0.444,1.0,1.183,0
72,0.3,26,8,4|5|6|10|12|16|22|23,2011_09_26_drive_0093_0000000360|2011_09_26_drive_0093_0000000361|2011_09_26_drive_0093_0000000362|2011_09_26_drive_0093_0000000366|2011_09_26_drive_0093_0000000368|2011_09_26_drive_0093_0000000372|2011_09_26_drive_0093_0000000378|2011_09_26_drive_0093_0000000379,24,0|1|2|3|4|5|6|7|8|9|10|11|12|15|16|17|18|19|20|21|22|23|24|25,2011_09_26_drive_0093_0000000356|2011_09_26_drive_0093_0000000357|2011_09_26_drive_0093_0000000358|2011_09_26_drive_0093_0000000359|2011_09_26_drive_0093_0000000360|2011_09_26_drive_0093_0000000361|2011_09_26_drive_0093_0000000362|2011_09_26_drive_0093_0000000363|2011_09_26_drive_0093_0000000364|2011_09_26_drive_0093_0000000365|2011_09_26_drive_0093_0000000366|2011_09_26_drive_0093_0000000367|2011_09_26_drive_0093_0000000368|2011_09_26_drive_0093_0000000371|2011_09_26_drive_0093_0000000372|2011_09_26_drive_0093_0000000373|2011_09_26_drive_0093_0000000374|2011_09_26_drive_0093_0000000375|2011_09_26_drive_0093_0000000376|2011_09_26_drive_0093_0000000377|2011_09_26_drive_0093_0000000378|2011_09_26_drive_0093_0000000379|2011_09_26_drive_0093_0000000380|2011_09_26_drive_0093_0000000381,0.333,1.0,15.94,0
73,0.3,17,5,0|2|5|6|11,2011_09_26_drive_0093_0000000356|2011_09_26_drive_0093_0000000358|2011_09_26_drive_0093_0000000361|2011_09_26_drive_0093_0000000362|2011_09_26_drive_0093_0000000367,15,0|1|2|3|4|5|6|7|9|11|12|13|14|15|16,2011_09_26_drive_0093_0000000356|2011_09_26_drive_0093_0000000357|2011_09_26_drive_0093_0000000358|2011_09_26_drive_0093_0000000359|2011_09_26_drive_0093_0000000360|2011_09_26_drive_0093_0000000361|2011_09_26_drive_0093_0000000362|2011_09_26_drive_0093_0000000363|2011_09_26_drive_0093_0000000365|2011_09_26_drive_0093_0000000367|2011_09_26_drive_0093_0000000368|2011_09_26_drive_0093_0000000369|2011_09_26_drive_0093_0000000370|2011_09_26_drive_0093_0000000371|2011_09_26_drive_0093_0000000372,0.333,1.0,12.341,0
75,0.3,19,6,1|2|6|8|11|14,2011_09_26_drive_0093_0000000357|2011_09_26_drive_0093_0000000358|2011_09_26_drive_0093_0000000362|2011_09_26_drive_0093_0000000364|2011_09_26_drive_0093_0000000367|2011_09_26_drive_0093_0000000370,18,0|1|2|3|4|5|6|7|8|10|11|12|13|14|15|16|17|18,2011_09_26_drive_0093_0000000356|2011_09_26_drive_0093_0000000357|2011_09_26_drive_0093_0000000358|2011_09_26_drive_0093_0000000359|2011_09_26_drive_0093_0000000360|2011_09_26_drive_0093_0000000361|2011_09_26_drive_0093_0000000362|2011_09_26_drive_0093_0000000363|2011_09_26_drive_0093_0000000364|2011_09_26_drive_0093_0000000366|2011_09_26_drive_0093_0000000367|2011_09_26_drive_0093_0000000368|2011_09_26_drive_0093_0000000369|2011_09_26_drive_0093_0000000370|2011_09_26_drive_0093_0000000371|2011_09_26_drive_0093_0000000372|2011_09_26_drive_0093_0000000373|2011_09_26_drive_0093_0000000374,0.333,1.0,12.192,0
76,0.3,19,6,4|8|14|16|17|18,2011_09_26_drive_0093_0000000364|2011_09_26_drive_0093_0000000368|2011_09_26_drive_0093_0000000374|2011_09_26_drive_0093_0000000376|2011_09_26_drive_0093_0000000377|2011_09_26_drive_0093_0000000378,18,0|1|2|3|4|5|6|7|8|10|11|12|13|14|15|16|17|18,2011_09_26_drive_0093_0000000360|2011_09_26_drive_0093_0000000361|2011_09_26_drive_0093_0000000362|2011_09_26_drive_0093_0000000363|2011_09_26_drive_0093_0000000364|2011_09_26_drive_0093_0000000365|2011_09_26_drive_0093_0000000366|2011_09_26_drive_0093_0000000367|2011_09_26_drive_0093_0000000368|2011_09_26_drive_0093_0000000370|2011_09_26_drive_0093_0000000371|2011_09_26_drive_0093_0000000372|2011_09_26_drive_0093_0000000373|2011_09_26_drive_0093_0000000374|2011_09_26_drive_0093_0000000375|2011_09_26_drive_0093_0000000376|2011_09_26_drive_0093_0000000377|2011_09_26_drive_0093_0000000378,0.333,1.0,11.308,0
81,0.3,7,2,3|4,2011_09_26_drive_0101_0000000429|2011_09_26_drive_0101_0000000430,4,3|4|5|6,2011_09_26_drive_0101_0000000429|2011_09_26_drive_0101_0000000430|2011_09_26_drive_0101_0000000431|2011_09_26_drive_0101_0000000432,0.5,1.0,1.048,0
84,0.3,8,2,0|2,2011_09_26_drive_0101_0000000744|2011_09_26_drive_0101_0000000746,6,0|2|3|4|6|7,2011_09_26_drive_0101_0000000744|2011_09_26_drive_0101_0000000746|2011_09_26_drive_0101_0000000747|2011_09_26_drive_0101_0000000748|2011_09_26_drive_0101_0000000750|2011_09_26_drive_0101_0000000751,0.333,1.0,3.271,0
87,0.3,19,6,0|3|4|5|7|13,2011_09_26_drive_0104_0000000016|2011_09_26_drive_0104_0000000019|2011_09_26_drive_0104_0000000020|2011_09_26_drive_0104_0000000021|2011_09_26_drive_0104_0000000023|2011_09_26_drive_0104_0000000029,11,0|1|3|4|5|7|9|13|16|17|18,2011_09_26_drive_0104_0000000016|2011_09_26_drive_0104_0000000017|2011_09_26_drive_0104_0000000019|2011_09_26_drive_0104_0000000020|2011_09_26_drive_0104_0000000021|2011_09_26_drive_0104_0000000023|2011_09_26_drive_0104_0000000025|2011_09_26_drive_0104_0000000029|2011_09_26_drive_0104_0000000032|2011_09_26_drive_0104_0000000033|2011_09_26_drive_0104_0000000034,0.545,1.0,0.418,0
88,0.3,19,6,7|9|11|13|16|17,2011_09_26_drive_0104_0000000023|2011_09_26_drive_0104_0000000025|2011_09_26_drive_0104_0000000027|2011_09_26_drive_0104_0000000029|2011_09_26_drive_0104_0000000032|2011_09_26_drive_0104_0000000033,9,5|6|7|9|11|13|16|17|18,2011_09_26_drive_0104_0000000021|2011_09_26_drive_0104_0000000022|2011_09_26_drive_0104_0000000023|2011_09_26_drive_0104_0000000025|2011_09_26_drive_0104_0000000027|2011_09_26_drive_0104_0000000029|2011_09_26_drive_0104_0000000032|2011_09_26_drive_0104_0000000033|2011_09_26_drive_0104_0000000034,0.667,1.0,0.762,0
89,0.3,12,4,0|1|6|11,2011_09_26_drive_0104_0000000016|2011_09_26_drive_0104_0000000017|2011_09_26_drive_0104_0000000022|2011_09_26_drive_0104_0000000027,4,0|1|6|11,2011_09_26_drive_0104_0000000016|2011_09_26_drive_0104_0000000017|2011_09_26_drive_0104_0000000022|2011_09_26_drive_0104_0000000027,1.0,1.0,13.721,0
90,0.3,19,6,9|10|12|14|15|18,2011_09_26_drive_0104_0000000045|2011_09_26_drive_0104_0000000046|2011_09_26_drive_0104_0000000048|2011_09_26_drive_0104_0000000050|2011_09_26_drive_0104_0000000051|2011_09_26_drive_0104_0000000054,9,8|9|10|12|14|15|16|17|18,2011_09_26_drive_0104_0000000043|2011_09_26_drive_0104_0000000045|2011_09_26_drive_0104_0000000046|2011_09_26_drive_0104_0000000048|2011_09_26_drive_0104_0000000050|2011_09_26_drive_0104_0000000051|2011_09_26_drive_0104_0000000052|2011_09_26_drive_0104_0000000053|2011_09_26_drive_0104_0000000054,0.667,1.0,1.04,0
91,0.3,16,5,2|3|10|13|15,2011_09_26_drive_0104_0000000059|2011_09_26_drive_0104_0000000060|2011_09_26_drive_0104_0000000067|2011_09_26_drive_0104_0000000070|2011_09_26_drive_0104_0000000072,6,0|2|3|10|13|15,2011_09_26_drive_0104_0000000057|2011_09_26_drive_0104_0000000059|2011_09_26_drive_0104_0000000060|2011_09_26_drive_0104_0000000067|2011_09_26_drive_0104_0000000070|2011_09_26_drive_0104_0000000072,0.833,1.0,0.386,0
93,0.3,14,4,3|7|9|13,2011_09_26_drive_0104_0000000199|2011_09_26_drive_0104_0000000203|2011_09_26_drive_0104_0000000205|2011_09_26_drive_0104_0000000209,6,2|3|4|7|9|13,2011_09_26_drive_0104_0000000198|2011_09_26_drive_0104_0000000199|2011_09_26_drive_0104_0000000200|2011_09_26_drive_0104_0000000203|2011_09_26_drive_0104_0000000205|2011_09_26_drive_0104_0000000209,0.667,1.0,0.227,0
94,0.3,8,2,4|5,2011_09_26_drive_0104_0000000223|2011_09_26_drive_0104_0000000225,2,4|5,2011_09_26_drive_0104_0000000223|2011_09_26_drive_0104_0000000225,1.0,1.0,0.282,0
96,0.3,7,2,2|6,2011_09_26_drive_0104_0000000303|2011_09_26_drive_0104_0000000307,2,2|6,2011_09_26_drive_0104_0000000303|2011_09_26_drive_0104_0000000307,1.0,1.0,1.011,0
97,0.3,13,4,5|6|9|10,2011_09_26_drive_0106_0000000209|2011_09_26_drive_0106_0000000210|2011_09_26_drive_0106_0000000213|2011_09_26_drive_0106_0000000214,7,1|5|6|9|10|11|12,2011_09_26_drive_0106_0000000205|2011_09_26_drive_0106_0000000209|2011_09_26_drive_0106_0000000210|2011_09_26_drive_0106_0000000213|2011_09_26_drive_0106_0000000214|2011_09_26_drive_0106_0000000215|2011_09_26_drive_0106_0000000216,0.571,1.0,2.377,0
